participant_id,version,is_approved,image_name,image_type,is_chart_simple,question,question_type,answer,is_answer_numerical,is_correct,number_of_clicks,total_duration
COCO_train2014_000000000965.png,113,True,000000000965.png,outdoor,outdoor,no question,RV,40.4,True,True,4,5000
COCO_train2014_000000001011.png,188,True,000000001011.png,animate,animate,no question,Other,yes,False,True,4,1304
COCO_train2014_000000001014.png,188,True,000000001014.png,animate,animate,no question,F,Democrats and Republicans,False,True,36,19277
COCO_train2014_000000001144.png,188,True,000000001144.png,indoor,indoor,no question,RV,28.49,True,True,4,4819
COCO_train2014_000000001145.png,188,True,000000001145.png,indoor,indoor,no question,RV,2112,True,True,10,14333
COCO_train2014_000000001261.png,188,True,000000001261.png,indoor,indoor,no question,F,Angola,False,True,6,4929
COCO_train2014_000000001264.png,188,True,000000001264.png,indoor,indoor,no question,F,United States,False,True,7,4662
COCO_train2014_000000001355.png,188,True,000000001355.png,indoor,indoor,no question,F,9%,True,True,16,37359
COCO_train2014_000000001386.png,188,True,000000001386.png,indoor,indoor,no question,RV,Red,False,True,14,12499
COCO_train2014_000000001403.png,188,True,000000001403.png,outdoor,outdoor,no question,RV,41,True,True,20,9550
COCO_train2014_000000001424.png,188,True,000000001424.png,animate,animate,no question,Other,yes,False,True,5,2057
COCO_train2014_000000001510.png,188,True,000000001510.png,indoor,indoor,no question,RV,10.1,True,True,6,2810
COCO_train2014_000000001518.png,188,True,000000001518.png,outdoor,outdoor,no question,F,Nepal,False,True,8,6446
COCO_train2014_000000001523.png,188,True,000000001523.png,outdoor,outdoor,no question,RV,10,True,True,20,20552
COCO_train2014_000000001536.png,188,True,000000001536.png,indoor,indoor,no question,F,1,True,True,12,9329
COCO_train2014_000000001558.png,188,True,000000001558.png,indoor,indoor,no question,RV,Agree,False,True,10,7171
COCO_train2014_000000001670.png,188,True,000000001670.png,animate,animate,no question,RV,14,True,False,23,13855
COCO_train2014_000000001756.png,188,True,000000001756.png,animate,animate,no question,RV,Men and women are treated about the same,False,True,25,20132
COCO_train2014_000000001785.png,188,True,000000001785.png,animate,animate,no question,RV,68,True,True,17,18406
COCO_train2014_000000001804.png,188,True,000000001804.png,animate,animate,no question,FE,Services,False,True,13,12307
COCO_train2014_000000001822.png,188,True,000000001822.png,indoor,indoor,no question,RV,31%,True,True,7,9645
COCO_train2014_000000001926.png,2,True,000000001926.png,indoor,indoor,no question,RV,3,True,True,4,1470
COCO_train2014_000000001958.png,2,True,000000001958.png,device,device,no question,FE,Samoa,False,True,10,10054
COCO_train2014_000000001966.png,2,True,000000001966.png,animate,animate,no question,FE,2016,True,True,70,46290
COCO_train2014_000000001994.png,2,True,000000001994.png,indoor,indoor,no question,FE,2010/11,False,True,26,32990
COCO_train2014_000000002007.png,2,True,000000002007.png,animate,animate,no question,RV,48.25,True,True,28,39122
COCO_train2014_000000002217.png,2,True,000000002217.png,indoor,indoor,no question,F,Korea,False,True,9,4749
COCO_train2014_000000002258.png,2,True,000000002258.png,outdoor,outdoor,no question,F,Accessories,False,True,7,10121
COCO_train2014_000000002270.png,2,True,000000002270.png,indoor,indoor,no question,RV,716.55,True,True,12,12655
COCO_train2014_000000002281.png,2,True,000000002281.png,outdoor,outdoor,no question,F,Red,False,True,29,18421
COCO_train2014_000000002284.png,2,True,000000002284.png,indoor,indoor,no question,RV,23,True,True,6,9045
COCO_train2014_000000002347.png,2,True,000000002347.png,device,device,no question,RV,10,True,True,4,6124
COCO_train2014_000000002429.png,2,True,000000002429.png,indoor,indoor,no question,F,Bulgaria,False,True,4,6399
COCO_train2014_000000002448.png,2,True,000000002448.png,indoor,indoor,no question,FE,Bahrain,False,True,4,7729
COCO_train2014_000000002608.png,2,True,000000002608.png,indoor,indoor,no question,F,Uganda,False,True,16,8254
COCO_train2014_000000002664.png,2,True,000000002664.png,animate,animate,no question,RV,68,True,True,6,4374
COCO_train2014_000000002691.png,2,True,000000002691.png,indoor,indoor,no question,FE,Cyberattacks from other countries,False,True,9,22162
COCO_train2014_000000002697.png,2,True,000000002697.png,indoor,indoor,no question,RV,5,True,True,14,6883
COCO_train2014_000000002742.png,2,True,000000002742.png,indoor,indoor,no question,FE,45,True,True,6,5668
COCO_train2014_000000002754.png,2,True,000000002754.png,outdoor,outdoor,no question,RV,28.14,True,True,4,2703
COCO_train2014_000000002782.png,2,True,000000002782.png,outdoor,outdoor,no question,F,Beer,False,True,14,15712
COCO_train2014_000000002842.png,14,True,000000002842.png,animate,animate,no question,RV,2%,True,True,84,33081
COCO_train2014_000000002860.png,14,True,000000002860.png,outdoor,outdoor,no question,F,Italy 22%,False,True,11,26310
COCO_train2014_000000003219.png,14,True,000000003219.png,device,device,no question,RV,35%,False,False,37,34287
COCO_train2014_000000003320.png,14,True,000000003320.png,outdoor,outdoor,no question,RV,55%,True,True,77,47879
COCO_train2014_000000003366.png,14,True,000000003366.png,animate,animate,no question,RV,blue,False,True,6,4599
COCO_train2014_000000003478.png,14,True,000000003478.png,device,device,no question,RV,40,True,True,112,50679
COCO_train2014_000000003535.png,14,True,000000003535.png,outdoor,outdoor,no question,F,65+,False,True,23,22056
COCO_train2014_000000003579.png,14,True,000000003579.png,animate,animate,no question,FE,4.2,True,True,14,20159
COCO_train2014_000000003671.png,14,True,000000003671.png,indoor,indoor,no question,F,53,True,True,47,17081
COCO_train2014_000000003713.png,14,True,000000003713.png,animate,animate,no question,RV,60%,True,True,13,6393
COCO_train2014_000000003729.png,14,True,000000003729.png,device,device,no question,RV,23%,True,True,18,9240
COCO_train2014_000000003782.png,14,True,000000003782.png,indoor,indoor,no question,RV,47.7%,True,True,23,29854
COCO_train2014_000000003860.png,14,True,000000003860.png,animate,animate,no question,RV,51.36%,True,True,8,14326
COCO_train2014_000000003870.png,14,True,000000003870.png,indoor,indoor,no question,F,Togo,False,True,79,29475
COCO_train2014_000000003877.png,14,True,000000003877.png,indoor,indoor,no question,RV,60%,True,True,16,10439
COCO_train2014_000000003911.png,14,True,000000003911.png,indoor,indoor,no question,RV,some,True,True,37,41072
COCO_train2014_000000003915.png,14,True,000000003915.png,indoor,indoor,no question,RV,42% 58%,True,False,58,51552
COCO_train2014_000000003917.png,14,True,000000003917.png,indoor,indoor,no question,RV,Europe,False,True,25,10536
COCO_train2014_000000003992.png,14,True,000000003992.png,device,device,no question,RV,14.37%,True,True,11,17465
COCO_train2014_000000004057.png,14,True,000000004057.png,device,device,no question,FE,2013,True,False,99,100400
COCO_train2014_000000004065.png,15,True,000000004065.png,indoor,indoor,no question,RV,2,True,True,7,8561
COCO_train2014_000000004140.png,15,True,000000004140.png,animate,animate,no question,RV,2.55,True,True,6,5309
COCO_train2014_000000004180.png,15,True,000000004180.png,indoor,indoor,no question,RV,32.5,True,True,5,6488
COCO_train2014_000000004331.png,15,True,000000004331.png,outdoor,outdoor,no question,FE,52,True,True,8,10771
COCO_train2014_000000004385.png,15,True,000000004385.png,indoor,indoor,no question,FE,2.7,True,True,5,11013
COCO_train2014_000000004421.png,15,True,000000004421.png,animate,animate,no question,CP,Yes,False,True,9,13760
COCO_train2014_000000004463.png,15,True,000000004463.png,indoor,indoor,no question,FE,18 to 29,False,True,4,4448
COCO_train2014_000000004488.png,15,True,000000004488.png,device,device,no question,RV,2.5,True,True,4,8972
COCO_train2014_000000004578.png,15,True,000000004578.png,indoor,indoor,no question,RV,54.875,True,True,12,13923
COCO_train2014_000000004587.png,15,True,000000004587.png,animate,animate,no question,FE,12:1,True,True,5,17472
COCO_train2014_000000004595.png,15,True,000000004595.png,outdoor,outdoor,no question,FE,No,False,True,4,3568
COCO_train2014_000000004616.png,15,True,000000004616.png,animate,animate,no question,F,64.41,True,True,4,3322
COCO_train2014_000000004622.png,15,True,000000004622.png,device,device,no question,F,50.38,True,True,5,6320
COCO_train2014_000000004662.png,15,True,000000004662.png,animate,animate,no question,F,2009,True,True,4,11863
COCO_train2014_000000004684.png,15,True,000000004684.png,animate,animate,no question,FE,1:1,True,True,4,3863
COCO_train2014_000000004694.png,15,True,000000004694.png,indoor,indoor,no question,CL,126.25,True,False,5,5148
COCO_train2014_000000004714.png,15,True,000000004714.png,animate,animate,no question,RV,83,True,True,12,14511
COCO_train2014_000000004761.png,15,True,000000004761.png,indoor,indoor,no question,RV,69 and 70,True,True,5,5272
COCO_train2014_000000004794.png,15,True,000000004794.png,indoor,indoor,no question,RV,18.4,True,True,4,4392
COCO_train2014_000000004820.png,15,True,000000004820.png,animate,animate,no question,FE,40.4,True,True,17,34172
COCO_train2014_000000004823.png,114,True,000000004823.png,animate,animate,no question,RV,2.42,True,True,5,2654
COCO_train2014_000000004830.png,114,True,000000004830.png,indoor,indoor,no question,FE,Cape Verde,False,True,59,18216
COCO_train2014_000000004968.png,114,True,000000004968.png,outdoor,outdoor,no question,RV,408,True,True,8,3341
COCO_train2014_000000005011.png,114,True,000000005011.png,animate,animate,no question,F,Health and medicines,False,False,10,6872
COCO_train2014_000000005018.png,114,True,000000005018.png,animate,animate,no question,F,India,False,True,6,2615
COCO_train2014_000000005028.png,114,True,000000005028.png,indoor,indoor,no question,F,Spain,False,True,6,8728
COCO_train2014_000000005086.png,114,True,000000005086.png,animate,animate,no question,RV,Goava,False,True,7,2163
COCO_train2014_000000005115.png,114,True,000000005115.png,indoor,indoor,no question,F,2012,True,True,64,22103
COCO_train2014_000000005156.png,114,True,000000005156.png,outdoor,outdoor,no question,F,As important and powerful role as 10 years ago,False,True,50,29528
COCO_train2014_000000005169.png,114,True,000000005169.png,outdoor,outdoor,no question,RV,61%,True,True,21,7432
COCO_train2014_000000005198.png,114,True,000000005198.png,animate,animate,no question,RV,44%,True,True,19,6711
COCO_train2014_000000005288.png,114,True,000000005288.png,animate,animate,no question,RV,639000,True,True,7,6810
COCO_train2014_000000005383.png,114,True,000000005383.png,indoor,indoor,no question,RV,4:1,True,False,5,7255
COCO_train2014_000000005424.png,114,True,000000005424.png,animate,animate,no question,FE,Ethiopia,False,True,8,2191
COCO_train2014_000000005472.png,114,True,000000005472.png,indoor,indoor,no question,FE,105,True,True,5,1447
COCO_train2014_000000005508.png,114,True,000000005508.png,animate,animate,no question,FE,Yes,False,True,5,4612
COCO_train2014_000000005574.png,114,True,000000005574.png,indoor,indoor,no question,Other,Yes,False,True,10,3728
COCO_train2014_000000005589.png,114,True,000000005589.png,indoor,indoor,no question,RV,39%,True,True,11,4913
COCO_train2014_000000005632.png,114,True,000000005632.png,animate,animate,no question,FE,2009,True,False,29,7183
COCO_train2014_000000005638.png,114,True,000000005638.png,animate,animate,no question,RV,1400,True,True,13,9352
COCO_train2014_000000005643.png,241,True,000000005643.png,indoor,indoor,no question,CP,Yes,False,True,5,12531
COCO_train2014_000000005649.png,241,True,000000005649.png,device,device,no question,CP,Yes,False,True,6,25908
COCO_train2014_000000005688.png,241,True,000000005688.png,animate,animate,no question,FE,16.49%,True,True,11,34770
COCO_train2014_000000005862.png,241,True,000000005862.png,animate,animate,no question,RV,70.33,True,True,39,88157
COCO_train2014_000000005917.png,241,True,000000005917.png,animate,animate,no question,FE,Southern Asia,False,True,13,10440
COCO_train2014_000000006004.png,241,True,000000006004.png,outdoor,outdoor,no question,RV,19.81,True,False,7,24267
COCO_train2014_000000006233.png,241,True,000000006233.png,animate,animate,no question,FE,2013,True,True,11,34201
COCO_train2014_000000006327.png,241,True,000000006327.png,animate,animate,no question,RV,65.67,True,True,16,14930
COCO_train2014_000000006465.png,241,True,000000006465.png,indoor,indoor,no question,RV,4,True,True,15,11119
COCO_train2014_000000006572.png,241,True,000000006572.png,animate,animate,no question,FE,8:52,True,False,9,18712
COCO_train2014_000000006590.png,241,True,000000006590.png,indoor,indoor,no question,RV,51.92,True,True,14,23956
COCO_train2014_000000006595.png,241,True,000000006595.png,indoor,indoor,no question,RV,121000,True,True,5,8078
COCO_train2014_000000006709.png,241,True,000000006709.png,animate,animate,no question,F,2006,True,False,20,20144
COCO_train2014_000000006710.png,241,True,000000006710.png,animate,animate,no question,FE,2009,True,True,51,44806
COCO_train2014_000000006725.png,241,True,000000006725.png,device,device,no question,RV,7,True,True,15,23035
COCO_train2014_000000006730.png,241,True,000000006730.png,device,device,no question,RV,88:13,True,True,18,32575
COCO_train2014_000000006747.png,241,True,000000006747.png,indoor,indoor,no question,RV,48,True,True,47,63656
COCO_train2014_000000006842.png,241,True,000000006842.png,animate,animate,no question,FE,44,True,False,36,42947
COCO_train2014_000000007090.png,241,True,000000007090.png,indoor,indoor,no question,FE,5.8,True,True,21,30058
COCO_train2014_000000007150.png,241,True,000000007150.png,indoor,indoor,no question,RV,1%,True,True,14,30940
COCO_train2014_000000007220.png,168,True,000000007220.png,indoor,indoor,no question,FE,Blue,False,True,4,5436
COCO_train2014_000000007221.png,168,True,000000007221.png,indoor,indoor,no question,RV,Blue,False,False,8,17736
COCO_train2014_000000007318.png,168,True,000000007318.png,indoor,indoor,no question,RV,2,True,True,4,3598
COCO_train2014_000000007367.png,168,True,000000007367.png,indoor,indoor,no question,RV,9,True,True,4,3855
COCO_train2014_000000007539.png,168,True,000000007539.png,indoor,indoor,no question,F,cattle,False,True,4,10199
COCO_train2014_000000007650.png,168,True,000000007650.png,outdoor,outdoor,no question,RV,Niger,False,True,5,5603
COCO_train2014_000000007685.png,168,True,000000007685.png,animate,animate,no question,RV,33,True,True,15,20386
COCO_train2014_000000007713.png,168,True,000000007713.png,outdoor,outdoor,no question,Other,Yes,False,True,4,1813
COCO_train2014_000000007781.png,168,True,000000007781.png,indoor,indoor,no question,RV,Blue,False,True,4,24214
COCO_train2014_000000007890.png,168,True,000000007890.png,indoor,indoor,no question,F,orange,False,True,4,5739
COCO_train2014_000000007946.png,168,True,000000007946.png,animate,animate,no question,RV,61,True,False,4,4125
COCO_train2014_000000008014.png,168,True,000000008014.png,indoor,indoor,no question,FE,70 plus years old ,False,True,4,7576
COCO_train2014_000000008064.png,168,True,000000008064.png,indoor,indoor,no question,RV,5.57,True,True,5,8136
COCO_train2014_000000008321.png,168,True,000000008321.png,animate,animate,no question,F,Argentina and Hungary ,False,True,4,3131
COCO_train2014_000000008356.png,168,True,000000008356.png,device,device,no question,RV,24,True,True,5,4758
COCO_train2014_000000008422.png,168,True,000000008422.png,animate,animate,no question,RV,79,True,True,11,14493
COCO_train2014_000000008553.png,168,True,000000008553.png,animate,animate,no question,RV,75,True,True,8,7991
COCO_train2014_000000008559.png,168,True,000000008559.png,indoor,indoor,no question,RV,7,True,False,6,5903
COCO_train2014_000000008587.png,168,True,000000008587.png,animate,animate,no question,FE,56,False,False,8,9265
COCO_train2014_000000008733.png,168,True,000000008733.png,indoor,indoor,no question,RV,19,True,False,16,25972
COCO_train2014_000000008734.png,92,True,000000008734.png,indoor,indoor,no question,RV,3,True,True,5,4445
COCO_train2014_000000008776.png,92,True,000000008776.png,indoor,indoor,no question,FE,Gabon,False,True,15,5608
COCO_train2014_000000008848.png,92,True,000000008848.png,device,device,no question,RV,5,True,False,25,13647
COCO_train2014_000000008856.png,92,True,000000008856.png,indoor,indoor,no question,FE,80.7%,True,True,13,9241
COCO_train2014_000000008936.png,92,True,000000008936.png,animate,animate,no question,RV,2,True,True,4,599
COCO_train2014_000000009012.png,92,True,000000009012.png,indoor,indoor,no question,RV,14,True,False,73,31599
COCO_train2014_000000009057.png,92,True,000000009057.png,animate,animate,no question,FE,821.890,False,False,39,22622
COCO_train2014_000000009119.png,92,True,000000009119.png,indoor,indoor,no question,Other,65 and older,False,True,41,27506
COCO_train2014_000000009148.png,92,True,000000009148.png,indoor,indoor,no question,RV,42,True,False,6,2319
COCO_train2014_000000009425.png,92,True,000000009425.png,indoor,indoor,no question,RV,4%,True,True,10,3631
COCO_train2014_000000009460.png,92,True,000000009460.png,animate,animate,no question,RV,22%,True,True,9,5063
COCO_train2014_000000009462.png,92,True,000000009462.png,indoor,indoor,no question,F,Zambia,False,True,4,8179
COCO_train2014_000000009479.png,92,True,000000009479.png,indoor,indoor,no question,FE,Nickel,False,True,4,6155
COCO_train2014_000000009511.png,92,True,000000009511.png,indoor,indoor,no question,F,5,True,False,54,37217
COCO_train2014_000000009615.png,92,True,000000009615.png,outdoor,outdoor,no question,RV,65,True,True,11,6288
COCO_train2014_000000009656.png,92,True,000000009656.png,animate,animate,no question,RV,Blue,False,True,5,3665
COCO_train2014_000000009708.png,92,True,000000009708.png,animate,animate,no question,RV,1,True,False,9,3984
COCO_train2014_000000009712.png,92,True,000000009712.png,device,device,no question,RV,31%,True,True,9,6240
COCO_train2014_000000009760.png,92,True,000000009760.png,indoor,indoor,no question,F,2020,True,True,31,22407
COCO_train2014_000000009789.png,92,True,000000009789.png,indoor,indoor,no question,RV,378.1499,True,False,33,44374
COCO_train2014_000000009843.png,65,True,000000009843.png,indoor,indoor,no question,FE,86,True,False,23,85881
COCO_train2014_000000009866.png,65,True,000000009866.png,indoor,indoor,no question,FE,14 million,False,False,16,28816
COCO_train2014_000000009919.png,65,True,000000009919.png,indoor,indoor,no question,RV,5,True,True,6,10351
COCO_train2014_000000010046.png,65,True,000000010046.png,indoor,indoor,no question,RV,120.65,True,False,19,65008
COCO_train2014_000000010083.png,65,True,000000010083.png,device,device,no question,RV,12,True,False,33,44431
COCO_train2014_000000010175.png,65,True,000000010175.png,indoor,indoor,no question,FE,91,True,True,4,23055
COCO_train2014_000000010176.png,65,True,000000010176.png,device,device,no question,FE,37,True,False,25,33899
COCO_train2014_000000010229.png,65,True,000000010229.png,outdoor,outdoor,no question,RV,22.4,True,False,15,29976
COCO_train2014_000000010230.png,65,True,000000010230.png,animate,animate,no question,FE,53,True,True,9,21085
COCO_train2014_000000010346.png,65,True,000000010346.png,indoor,indoor,no question,FE,68,True,False,7,11656
COCO_train2014_000000010540.png,65,True,000000010540.png,outdoor,outdoor,no question,FE,brown,False,True,6,5035
COCO_train2014_000000010545.png,65,True,000000010545.png,animate,animate,no question,CL,yes,False,False,34,90903
COCO_train2014_000000010701.png,65,True,000000010701.png,animate,animate,no question,CP,yes,False,True,12,33786
COCO_train2014_000000010728.png,65,True,000000010728.png,indoor,indoor,no question,CP,no,False,True,23,28170
COCO_train2014_000000010817.png,65,True,000000010817.png,animate,animate,no question,RV,2,True,True,10,9535
COCO_train2014_000000010877.png,65,True,000000010877.png,indoor,indoor,no question,RV,70,True,False,7,8994
COCO_train2014_000000010881.png,65,True,000000010881.png,indoor,indoor,no question,FE,yes,False,True,24,59487
COCO_train2014_000000011075.png,65,True,000000011075.png,device,device,no question,RV,2,True,True,13,12071
COCO_train2014_000000011147.png,65,True,000000011147.png,indoor,indoor,no question,RV,101.92,True,False,10,41515
COCO_train2014_000000011265.png,65,True,000000011265.png,animate,animate,no question,FE,20,True,False,11,9630
COCO_train2014_000000011271.png,258,True,000000011271.png,animate,animate,no question,F,Mongolia,False,True,4,1279
COCO_train2014_000000011282.png,258,True,000000011282.png,animate,animate,no question,RV,6,True,True,5,4048
COCO_train2014_000000011326.png,258,True,000000011326.png,animate,animate,no question,FE,2007-2008,False,True,12,17049
COCO_train2014_000000011373.png,258,True,000000011373.png,animate,animate,no question,FE,7,True,True,7,7120
COCO_train2014_000000011403.png,258,True,000000011403.png,animate,animate,no question,F,Russia,False,True,4,17393
COCO_train2014_000000011426.png,258,True,000000011426.png,animate,animate,no question,RV,4,True,True,4,2400
COCO_train2014_000000011485.png,258,True,000000011485.png,indoor,indoor,no question,RV,No,True,False,16,45820
COCO_train2014_000000011487.png,258,True,000000011487.png,animate,animate,no question,RV,63,True,True,9,5096
COCO_train2014_000000011569.png,258,True,000000011569.png,animate,animate,no question,RV,44,True,True,12,5294
COCO_train2014_000000011576.png,258,True,000000011576.png,animate,animate,no question,RV,Blue,False,True,8,6065
COCO_train2014_000000011635.png,258,True,000000011635.png,animate,animate,no question,RV,4,True,False,5,1232
COCO_train2014_000000011638.png,258,True,000000011638.png,indoor,indoor,no question,Other,No,False,True,4,2162
COCO_train2014_000000011720.png,258,True,000000011720.png,indoor,indoor,no question,FE,2003,True,True,8,40650
COCO_train2014_000000011754.png,258,True,000000011754.png,indoor,indoor,no question,F,Share of women who prefer a male boss,False,True,8,3368
COCO_train2014_000000011774.png,258,True,000000011774.png,indoor,indoor,no question,RV,34,True,True,13,31959
COCO_train2014_000000011826.png,258,True,000000011826.png,animate,animate,no question,RV,41,True,True,5,1704
COCO_train2014_000000011849.png,258,True,000000011849.png,device,device,no question,RV,35,True,True,7,3631
COCO_train2014_000000012044.png,258,True,000000012044.png,indoor,indoor,no question,F,Iran,False,True,4,2896
COCO_train2014_000000012109.png,258,True,000000012109.png,animate,animate,no question,FE,Access music through copyright infringement,False,True,9,6368
COCO_train2014_000000012145.png,258,True,000000012145.png,animate,animate,no question,RV,555,True,True,6,3264
COCO_train2014_000000012156.png,46,True,000000012156.png,animate,animate,no question,RV,68,True,True,11,11946
COCO_train2014_000000012240.png,46,True,000000012240.png,animate,animate,no question,FE,Myanmar,False,True,10,9981
COCO_train2014_000000012307.png,46,True,000000012307.png,animate,animate,no question,RV,Passenger cars,False,True,5,2714
COCO_train2014_000000012408.png,46,True,000000012408.png,outdoor,outdoor,no question,RV,3.7,True,True,10,15273
COCO_train2014_000000012428.png,46,True,000000012428.png,indoor,indoor,no question,FE,2-10 times,False,True,9,11769
COCO_train2014_000000012556.png,46,True,000000012556.png,indoor,indoor,no question,RV,34,True,True,7,11624
COCO_train2014_000000012612.png,46,True,000000012612.png,indoor,indoor,no question,RV,20%,True,True,5,8991
COCO_train2014_000000012650.png,46,True,000000012650.png,animate,animate,no question,F,London,False,True,6,10344
COCO_train2014_000000012698.png,46,True,000000012698.png,indoor,indoor,no question,Other,yes,False,True,5,4056
COCO_train2014_000000012711.png,46,True,000000012711.png,indoor,indoor,no question,RV,President Obama,False,True,10,22023
COCO_train2014_000000012726.png,46,True,000000012726.png,animate,animate,no question,F,Brown,False,True,4,9279
COCO_train2014_000000012784.png,46,True,000000012784.png,device,device,no question,RV,5,True,True,4,3760
COCO_train2014_000000012803.png,46,True,000000012803.png,indoor,indoor,no question,FE,"New Zealand, 3.68 kg",False,True,4,24095
COCO_train2014_000000012805.png,46,True,000000012805.png,indoor,indoor,no question,F,Saudi Arabia,False,True,4,3621
COCO_train2014_000000012825.png,46,True,000000012825.png,animate,animate,no question,RV,33,True,True,4,3636
COCO_train2014_000000012838.png,46,True,000000012838.png,indoor,indoor,no question,CP,Yes,False,True,4,4812
COCO_train2014_000000012839.png,46,True,000000012839.png,indoor,indoor,no question,RV,82,True,True,6,10672
COCO_train2014_000000012891.png,46,True,000000012891.png,animate,animate,no question,RV,59,True,False,12,14368
COCO_train2014_000000012892.png,46,True,000000012892.png,outdoor,outdoor,no question,RV,5,True,True,4,4381
COCO_train2014_000000012930.png,46,True,000000012930.png,indoor,indoor,no question,RV,65,True,True,4,6096
COCO_train2014_000000013045.png,8,True,000000013045.png,indoor,indoor,no question,RV,Inspired,False,True,28,21176
COCO_train2014_000000013121.png,8,True,000000013121.png,indoor,indoor,no question,RV,11,True,True,7,8144
COCO_train2014_000000013129.png,8,True,000000013129.png,indoor,indoor,no question,FE,American Airlines,False,True,17,8620
COCO_train2014_000000013140.png,8,True,000000013140.png,indoor,indoor,no question,FE,Cooking,False,True,25,18782
COCO_train2014_000000013143.png,8,True,000000013143.png,animate,animate,no question,RV,10901,True,True,5,2565
COCO_train2014_000000013230.png,8,True,000000013230.png,animate,animate,no question,RV,60,True,True,6,4360
COCO_train2014_000000013325.png,8,True,000000013325.png,outdoor,outdoor,no question,F,Photos,False,True,6,3064
COCO_train2014_000000013452.png,8,True,000000013452.png,indoor,indoor,no question,RV,42,True,False,5,2120
COCO_train2014_000000013517.png,8,True,000000013517.png,animate,animate,no question,F,Unfavorable,False,True,13,5191
COCO_train2014_000000013576.png,8,True,000000013576.png,animate,animate,no question,F,Racial Background,False,True,10,3807
COCO_train2014_000000013603.png,8,True,000000013603.png,indoor,indoor,no question,RV,Orange,False,True,11,3177
COCO_train2014_000000013636.png,8,True,000000013636.png,animate,animate,no question,F,3,True,True,5,2889
COCO_train2014_000000013719.png,8,True,000000013719.png,animate,animate,no question,RV,107.19,True,True,4,2097
COCO_train2014_000000013720.png,8,True,000000013720.png,indoor,indoor,no question,F,1979 and 1980,False,True,22,13326
COCO_train2014_000000013800.png,8,True,000000013800.png,animate,animate,no question,RV,66,True,True,4,1664
COCO_train2014_000000013934.png,8,True,000000013934.png,outdoor,outdoor,no question,RV,22,True,True,13,8440
COCO_train2014_000000014014.png,8,True,000000014014.png,indoor,indoor,no question,F,Tanzania,False,True,5,2041
COCO_train2014_000000014044.png,8,True,000000014044.png,indoor,indoor,no question,RV,5,True,True,7,3072
COCO_train2014_000000014049.png,8,True,000000014049.png,indoor,indoor,no question,RV,10.2,True,True,5,2576
COCO_train2014_000000014238.png,8,True,000000014238.png,animate,animate,no question,FE,2011/12,False,True,12,10171
COCO_train2014_000000014244.png,0,True,000000014244.png,animate,animate,no question,RV,14,True,True,22,74431
COCO_train2014_000000014253.png,0,True,000000014253.png,indoor,indoor,no question,F,Death from HIV/AIDS,False,True,6,4886
COCO_train2014_000000014269.png,0,True,000000014269.png,outdoor,outdoor,no question,F,Chinese Taipei,False,True,10,10121
COCO_train2014_000000014375.png,0,True,000000014375.png,outdoor,outdoor,no question,FE,2015,True,True,17,85864
COCO_train2014_000000014468.png,0,True,000000014468.png,animate,animate,no question,FE,20-24 years,True,False,20,25026
COCO_train2014_000000014502.png,0,True,000000014502.png,animate,animate,no question,F,1999,True,True,20,25752
